Sector Name	Gas	Country	Year of Date	t
1.A.1.a - Public Electricity and Heat Production	CO₂	France	1997	37,858,476
1.A.1.a - Public Electricity and Heat Production	CO₂	France	1998	50,414,063
1.A.1.a - Public Electricity and Heat Production	CO₂	France	1999	44,351,963
1.A.1.a - Public Electricity and Heat Production	CO₂	France	2000	44,036,141
1.A.1.a - Public Electricity and Heat Production	CO₂	France	2001	37,685,864
1.A.1.a - Public Electricity and Heat Production	CO₂	France	2002	41,786,666
1.A.1.a - Public Electricity and Heat Production	CO₂	France	2003	45,182,980
1.A.1.a - Public Electricity and Heat Production	CO₂	France	2004	43,941,122
1.A.1.a - Public Electricity and Heat Production	CO₂	France	2005	49,546,862
1.A.1.a - Public Electricity and Heat Production	CO₂	France	2006	45,346,205
1.A.1.a - Public Electricity and Heat Production	CO₂	France	2007	45,274,996
1.A.1.a - Public Electricity and Heat Production	CO₂	France	2008	44,421,298
1.A.1.a - Public Electricity and Heat Production	CO₂	France	2009	43,614,108
1.A.1.a - Public Electricity and Heat Production	CO₂	France	2010	45,737,554
1.A.1.a - Public Electricity and Heat Production	CO₂	France	2011	40,857,414
1.A.1.a - Public Electricity and Heat Production	CO₂	France	2012	45,285,949
1.A.1.a - Public Electricity and Heat Production	CO₂	France	2013	44,143,308
1.A.1.a - Public Electricity and Heat Production	CO₂	France	2014	30,917,744
1.A.1.a - Public Electricity and Heat Production	CO₂	France	2015	34,141,365
1.A.1.a - Public Electricity and Heat Production	CO₂	France	2016	37,985,418
1.A.1.a - Public Electricity and Heat Production	CO₂	France	2017	42,297,164
1.A.1.a - Public Electricity and Heat Production	CO₂	France	2018	33,580,586
1.A.1.a - Public Electricity and Heat Production	CO₂	France	2019	32,289,738
1.A.1.a - Public Electricity and Heat Production	CO₂	France	2020	29,766,259
1.A.1.a - Public Electricity and Heat Production	CO₂	France	2021	32,500,982
1.A.1.a - Public Electricity and Heat Production	CO₂	France	2022	33,277,398
1.A.1.a - Public Electricity and Heat Production	CO₂	France	2023	26,123,393
1.A.1.a - Public Electricity and Heat Production	CO₂	Germany	1990	338,451,160
1.A.1.a - Public Electricity and Heat Production	CO₂	Germany	1991	330,998,855
1.A.1.a - Public Electricity and Heat Production	CO₂	Germany	1992	318,273,925
1.A.1.a - Public Electricity and Heat Production	CO₂	Germany	1993	309,409,006
1.A.1.a - Public Electricity and Heat Production	CO₂	Germany	1994	310,108,830
1.A.1.a - Public Electricity and Heat Production	CO₂	Germany	1995	304,600,122
1.A.1.a - Public Electricity and Heat Production	CO₂	Germany	1996	317,599,591
1.A.1.a - Public Electricity and Heat Production	CO₂	Germany	1997	303,918,512
1.A.1.a - Public Electricity and Heat Production	CO₂	Germany	1998	309,575,401
1.A.1.a - Public Electricity and Heat Production	CO₂	Germany	1999	300,384,721
1.A.1.a - Public Electricity and Heat Production	CO₂	Germany	2000	313,574,714
1.A.1.a - Public Electricity and Heat Production	CO₂	Germany	2001	328,615,860
1.A.1.a - Public Electricity and Heat Production	CO₂	Germany	2002	329,369,349
1.A.1.a - Public Electricity and Heat Production	CO₂	Germany	2003	343,467,595
1.A.1.a - Public Electricity and Heat Production	CO₂	Germany	2004	339,384,917
1.A.1.a - Public Electricity and Heat Production	CO₂	Germany	2005	333,419,692
1.A.1.a - Public Electricity and Heat Production	CO₂	Germany	2006	336,328,408
1.A.1.a - Public Electricity and Heat Production	CO₂	Germany	2007	341,777,922
1.A.1.a - Public Electricity and Heat Production	CO₂	Germany	2008	326,458,679
1.A.1.a - Public Electricity and Heat Production	CO₂	Germany	2009	305,017,810
1.A.1.a - Public Electricity and Heat Production	CO₂	Germany	2010	315,046,353
1.A.1.a - Public Electricity and Heat Production	CO₂	Germany	2011	312,405,140
1.A.1.a - Public Electricity and Heat Production	CO₂	Germany	2012	327,726,341
1.A.1.a - Public Electricity and Heat Production	CO₂	Germany	2013	331,255,163
1.A.1.a - Public Electricity and Heat Production	CO₂	Germany	2014	313,489,542
1.A.1.a - Public Electricity and Heat Production	CO₂	Germany	2015	301,721,692
1.A.1.a - Public Electricity and Heat Production	CO₂	Germany	2016	297,569,191
1.A.1.a - Public Electricity and Heat Production	CO₂	Germany	2017	278,169,501
1.A.1.a - Public Electricity and Heat Production	CO₂	Germany	2018	264,481,012
1.A.1.a - Public Electricity and Heat Production	CO₂	Germany	2019	214,892,736
1.A.1.a - Public Electricity and Heat Production	CO₂	Germany	2020	179,708,847
1.A.1.a - Public Electricity and Heat Production	CO₂	Germany	2021	206,804,401
1.A.1.a - Public Electricity and Heat Production	CO₂	Germany	2022	215,497,612
1.A.1.a - Public Electricity and Heat Production	CO₂	Germany	2023	165,577,935
1.A.1.a - Public Electricity and Heat Production	CO₂	Greece	1990	40,616,710
1.A.1.a - Public Electricity and Heat Production	CO₂	Greece	1991	39,450,146
1.A.1.a - Public Electricity and Heat Production	CO₂	Greece	1992	41,811,967
1.A.1.a - Public Electricity and Heat Production	CO₂	Greece	1993	41,737,954
1.A.1.a - Public Electricity and Heat Production	CO₂	Greece	1994	43,528,141
1.A.1.a - Public Electricity and Heat Production	CO₂	Greece	1995	42,274,833
1.A.1.a - Public Electricity and Heat Production	CO₂	Greece	1996	41,212,098
1.A.1.a - Public Electricity and Heat Production	CO₂	Greece	1997	44,590,749
1.A.1.a - Public Electricity and Heat Production	CO₂	Greece	1998	47,061,832
1.A.1.a - Public Electricity and Heat Production	CO₂	Greece	1999	47,704,507
1.A.1.a - Public Electricity and Heat Production	CO₂	Greece	2000	51,531,525
1.A.1.a - Public Electricity and Heat Production	CO₂	Greece	2001	52,008,088
1.A.1.a - Public Electricity and Heat Production	CO₂	Greece	2002	51,319,430
1.A.1.a - Public Electricity and Heat Production	CO₂	Greece	2003	52,724,850
1.A.1.a - Public Electricity and Heat Production	CO₂	Greece	2004	53,871,418
1.A.1.a - Public Electricity and Heat Production	CO₂	Greece	2005	54,310,519
1.A.1.a - Public Electricity and Heat Production	CO₂	Greece	2006	51,467,975
1.A.1.a - Public Electricity and Heat Production	CO₂	Greece	2007	54,897,440
1.A.1.a - Public Electricity and Heat Production	CO₂	Greece	2008	53,883,252
1.A.1.a - Public Electricity and Heat Production	CO₂	Greece	2009	50,680,656
1.A.1.a - Public Electricity and Heat Production	CO₂	Greece	2010	48,318,740
1.A.1.a - Public Electricity and Heat Production	CO₂	Greece	2011	50,459,803
1.A.1.a - Public Electricity and Heat Production	CO₂	Greece	2012	50,902,151
1.A.1.a - Public Electricity and Heat Production	CO₂	Greece	2013	44,100,221
1.A.1.a - Public Electricity and Heat Production	CO₂	Greece	2014	40,446,130
1.A.1.a - Public Electricity and Heat Production	CO₂	Greece	2015	35,493,384
1.A.1.a - Public Electricity and Heat Production	CO₂	Greece	2016	31,311,389
1.A.1.a - Public Electricity and Heat Production	CO₂	Greece	2017	34,875,693
1.A.1.a - Public Electricity and Heat Production	CO₂	Greece	2018	33,173,821
1.A.1.a - Public Electricity and Heat Production	CO₂	Greece	2019	27,242,751
1.A.1.a - Public Electricity and Heat Production	CO₂	Greece	2020	19,946,323
1.A.1.a - Public Electricity and Heat Production	CO₂	Greece	2021	20,117,511
1.A.1.a - Public Electricity and Heat Production	CO₂	Greece	2022	18,836,751
1.A.1.a - Public Electricity and Heat Production	CO₂	Greece	2023	15,335,048
1.A.1.a - Public Electricity and Heat Production	CO₂	Hungary	1990	17,850,200
1.A.1.a - Public Electricity and Heat Production	CO₂	Hungary	1991	18,817,863
1.A.1.a - Public Electricity and Heat Production	CO₂	Hungary	1992	19,731,215
1.A.1.a - Public Electricity and Heat Production	CO₂	Hungary	1993	19,990,392
1.A.1.a - Public Electricity and Heat Production	CO₂	Hungary	1994	19,411,106
1.A.1.a - Public Electricity and Heat Production	CO₂	Hungary	1995	19,881,520
1.A.1.a - Public Electricity and Heat Production	CO₂	Hungary	1996	20,062,053
1.A.1.a - Public Electricity and Heat Production	CO₂	Hungary	1997	22,125,239
1.A.1.a - Public Electricity and Heat Production	CO₂	Hungary	1998	23,966,594
1.A.1.a - Public Electricity and Heat Production	CO₂	Hungary	1999	23,590,417
1.A.1.a - Public Electricity and Heat Production	CO₂	Hungary	2000	21,655,146
1.A.1.a - Public Electricity and Heat Production	CO₂	Hungary	2001	22,116,737
1.A.1.a - Public Electricity and Heat Production	CO₂	Hungary	2002	20,676,471
1.A.1.a - Public Electricity and Heat Production	CO₂	Hungary	2003	22,103,350
1.A.1.a - Public Electricity and Heat Production	CO₂	Hungary	2004	20,084,995
1.A.1.a - Public Electricity and Heat Production	CO₂	Hungary	2005	18,203,930
1.A.1.a - Public Electricity and Heat Production	CO₂	Hungary	2006	18,252,385
1.A.1.a - Public Electricity and Heat Production	CO₂	Hungary	2007	19,590,875
1.A.1.a - Public Electricity and Heat Production	CO₂	Hungary	2008	18,538,764
1.A.1.a - Public Electricity and Heat Production	CO₂	Hungary	2009	15,551,552
1.A.1.a - Public Electricity and Heat Production	CO₂	Hungary	2010	16,125,560
1.A.1.a - Public Electricity and Heat Production	CO₂	Hungary	2011	15,318,478
1.A.1.a - Public Electricity and Heat Production	CO₂	Hungary	2012	14,880,593
1.A.1.a - Public Electricity and Heat Production	CO₂	Hungary	2013	12,306,241
1.A.1.a - Public Electricity and Heat Production	CO₂	Hungary	2014	11,508,036
1.A.1.a - Public Electricity and Heat Production	CO₂	Hungary	2015	11,895,861
1.A.1.a - Public Electricity and Heat Production	CO₂	Hungary	2016	11,660,859
1.A.1.a - Public Electricity and Heat Production	CO₂	Hungary	2017	11,910,360
1.A.1.a - Public Electricity and Heat Production	CO₂	Hungary	2018	10,988,916
1.A.1.a - Public Electricity and Heat Production	CO₂	Hungary	2019	10,545,520
1.A.1.a - Public Electricity and Heat Production	CO₂	Hungary	2020	10,356,507
1.A.1.a - Public Electricity and Heat Production	CO₂	Hungary	2021	9,642,207
1.A.1.a - Public Electricity and Heat Production	CO₂	Hungary	2022	8,968,422
1.A.1.a - Public Electricity and Heat Production	CO₂	Hungary	2023	7,404,329
1.A.1.a - Public Electricity and Heat Production	CO₂	Iceland	1990	13,459
1.A.1.a - Public Electricity and Heat Production	CO₂	Iceland	1991	15,054
1.A.1.a - Public Electricity and Heat Production	CO₂	Iceland	1992	14,059
1.A.1.a - Public Electricity and Heat Production	CO₂	Iceland	1993	14,421
1.A.1.a - Public Electricity and Heat Production	CO₂	Iceland	1994	14,281
1.A.1.a - Public Electricity and Heat Production	CO₂	Iceland	1995	15,097
1.A.1.a - Public Electricity and Heat Production	CO₂	Iceland	1996	12,113
1.A.1.a - Public Electricity and Heat Production	CO₂	Iceland	1997	6,996
1.A.1.a - Public Electricity and Heat Production	CO₂	Iceland	1998	9,028
1.A.1.a - Public Electricity and Heat Production	CO₂	Iceland	1999	6,679
1.A.1.a - Public Electricity and Heat Production	CO₂	Iceland	2000	6,380
1.A.1.a - Public Electricity and Heat Production	CO₂	Iceland	2001	5,973
1.A.1.a - Public Electricity and Heat Production	CO₂	Iceland	2002	6,854
1.A.1.a - Public Electricity and Heat Production	CO₂	Iceland	2003	4,993
1.A.1.a - Public Electricity and Heat Production	CO₂	Iceland	2004	3,157
1.A.1.a - Public Electricity and Heat Production	CO₂	Iceland	2005	3,258
1.A.1.a - Public Electricity and Heat Production	CO₂	Iceland	2006	9,031
1.A.1.a - Public Electricity and Heat Production	CO₂	Iceland	2007	24,940
1.A.1.a - Public Electricity and Heat Production	CO₂	Iceland	2008	10,156
1.A.1.a - Public Electricity and Heat Production	CO₂	Iceland	2009	7,747
1.A.1.a - Public Electricity and Heat Production	CO₂	Iceland	2010	8,358
1.A.1.a - Public Electricity and Heat Production	CO₂	Iceland	2011	6,420
1.A.1.a - Public Electricity and Heat Production	CO₂	Iceland	2012	7,708
1.A.1.a - Public Electricity and Heat Production	CO₂	Iceland	2013	4,372
1.A.1.a - Public Electricity and Heat Production	CO₂	Iceland	2014	5,103
1.A.1.a - Public Electricity and Heat Production	CO₂	Iceland	2015	4,181
1.A.1.a - Public Electricity and Heat Production	CO₂	Iceland	2016	2,358
1.A.1.a - Public Electricity and Heat Production	CO₂	Iceland	2017	2,310
1.A.1.a - Public Electricity and Heat Production	CO₂	Iceland	2018	2,350
1.A.1.a - Public Electricity and Heat Production	CO₂	Iceland	2019	4,951
1.A.1.a - Public Electricity and Heat Production	CO₂	Iceland	2020	2,611
1.A.1.a - Public Electricity and Heat Production	CO₂	Iceland	2021	3,195
1.A.1.a - Public Electricity and Heat Production	CO₂	Iceland	2022	10,452
1.A.1.a - Public Electricity and Heat Production	CO₂	Iceland	2023	10,920
1.A.1.a - Public Electricity and Heat Production	CO₂	Ireland	1990	10,876,490
1.A.1.a - Public Electricity and Heat Production	CO₂	Ireland	1991	11,361,810
1.A.1.a - Public Electricity and Heat Production	CO₂	Ireland	1992	12,027,130
1.A.1.a - Public Electricity and Heat Production	CO₂	Ireland	1993	12,047,520
1.A.1.a - Public Electricity and Heat Production	CO₂	Ireland	1994	12,368,400
1.A.1.a - Public Electricity and Heat Production	CO₂	Ireland	1995	13,051,271
1.A.1.a - Public Electricity and Heat Production	CO₂	Ireland	1996	13,765,810
1.A.1.a - Public Electricity and Heat Production	CO₂	Ireland	1997	14,404,190
1.A.1.a - Public Electricity and Heat Production	CO₂	Ireland	1998	14,730,090
1.A.1.a - Public Electricity and Heat Production	CO₂	Ireland	1999	15,411,990
1.A.1.a - Public Electricity and Heat Production	CO₂	Ireland	2000	15,667,305
1.A.1.a - Public Electricity and Heat Production	CO₂	Ireland	2001	16,799,706
1.A.1.a - Public Electricity and Heat Production	CO₂	Ireland	2002	15,830,458
1.A.1.a - Public Electricity and Heat Production	CO₂	Ireland	2003	15,108,590
1.A.1.a - Public Electricity and Heat Production	CO₂	Ireland	2004	14,736,822
1.A.1.a - Public Electricity and Heat Production	CO₂	Ireland	2005	15,136,448
1.A.1.a - Public Electricity and Heat Production	CO₂	Ireland	2006	14,410,775
1.A.1.a - Public Electricity and Heat Production	CO₂	Ireland	2007	13,932,813
1.A.1.a - Public Electricity and Heat Production	CO₂	Ireland	2008	14,005,000
1.A.1.a - Public Electricity and Heat Production	CO₂	Ireland	2009	12,466,316
1.A.1.a - Public Electricity and Heat Production	CO₂	Ireland	2010	12,745,139
1.A.1.a - Public Electricity and Heat Production	CO₂	Ireland	2011	11,424,023
1.A.1.a - Public Electricity and Heat Production	CO₂	Ireland	2012	12,225,174
1.A.1.a - Public Electricity and Heat Production	CO₂	Ireland	2013	10,876,310
1.A.1.a - Public Electricity and Heat Production	CO₂	Ireland	2014	10,713,850
1.A.1.a - Public Electricity and Heat Production	CO₂	Ireland	2015	11,264,966
1.A.1.a - Public Electricity and Heat Production	CO₂	Ireland	2016	12,004,378
1.A.1.a - Public Electricity and Heat Production	CO₂	Ireland	2017	11,192,873
1.A.1.a - Public Electricity and Heat Production	CO₂	Ireland	2018	9,873,693
1.A.1.a - Public Electricity and Heat Production	CO₂	Ireland	2019	8,690,779
1.A.1.a - Public Electricity and Heat Production	CO₂	Ireland	2020	8,048,413
1.A.1.a - Public Electricity and Heat Production	CO₂	Ireland	2021	9,614,340
1.A.1.a - Public Electricity and Heat Production	CO₂	Ireland	2022	9,424,036
1.A.1.a - Public Electricity and Heat Production	CO₂	Ireland	2023	7,347,896
1.A.1.a - Public Electricity and Heat Production	CO₂	Italy	1990	108,669,922
1.A.1.a - Public Electricity and Heat Production	CO₂	Italy	1991	104,082,841
1.A.1.a - Public Electricity and Heat Production	CO₂	Italy	1992	103,855,202
1.A.1.a - Public Electricity and Heat Production	CO₂	Italy	1993	98,480,967
1.A.1.a - Public Electricity and Heat Production	CO₂	Italy	1994	100,767,412
1.A.1.a - Public Electricity and Heat Production	CO₂	Italy	1995	110,334,969
1.A.1.a - Public Electricity and Heat Production	CO₂	Italy	1996	105,309,219
1.A.1.a - Public Electricity and Heat Production	CO₂	Italy	1997	102,232,747
1.A.1.a - Public Electricity and Heat Production	CO₂	Italy	1998	103,082,312
1.A.1.a - Public Electricity and Heat Production	CO₂	Italy	1999	99,565,412
1.A.1.a - Public Electricity and Heat Production	CO₂	Italy	2000	109,193,316
1.A.1.a - Public Electricity and Heat Production	CO₂	Italy	2001	106,684,525
1.A.1.a - Public Electricity and Heat Production	CO₂	Italy	2002	115,559,457
1.A.1.a - Public Electricity and Heat Production	CO₂	Italy	2003	121,641,376
1.A.1.a - Public Electricity and Heat Production	CO₂	Italy	2004	120,598,182
1.A.1.a - Public Electricity and Heat Production	CO₂	Italy	2005	115,444,555
1.A.1.a - Public Electricity and Heat Production	CO₂	Italy	2006	118,202,566
1.A.1.a - Public Electricity and Heat Production	CO₂	Italy	2007	115,170,700
1.A.1.a - Public Electricity and Heat Production	CO₂	Italy	2008	114,368,202
1.A.1.a - Public Electricity and Heat Production	CO₂	Italy	2009	99,031,238
1.A.1.a - Public Electricity and Heat Production	CO₂	Italy	2010	97,194,976
1.A.1.a - Public Electricity and Heat Production	CO₂	Italy	2011	93,759,327
1.A.1.a - Public Electricity and Heat Production	CO₂	Italy	2012	91,700,099
1.A.1.a - Public Electricity and Heat Production	CO₂	Italy	2013	78,792,748
1.A.1.a - Public Electricity and Heat Production	CO₂	Italy	2014	71,654,266
1.A.1.a - Public Electricity and Heat Production	CO₂	Italy	2015	78,921,972
1.A.1.a - Public Electricity and Heat Production	CO₂	Italy	2016	76,288,770
1.A.1.a - Public Electricity and Heat Production	CO₂	Italy	2017	78,127,278
1.A.1.a - Public Electricity and Heat Production	CO₂	Italy	2018	70,206,923
1.A.1.a - Public Electricity and Heat Production	CO₂	Italy	2019	67,034,424
1.A.1.a - Public Electricity and Heat Production	CO₂	Italy	2020	59,921,751
1.A.1.a - Public Electricity and Heat Production	CO₂	Italy	2021	64,806,593
1.A.1.a - Public Electricity and Heat Production	CO₂	Italy	2022	71,387,698
1.A.1.a - Public Electricity and Heat Production	CO₂	Italy	2023	53,570,663
1.A.1.a - Public Electricity and Heat Production	CO₂	Latvia	1990	6,096,571
1.A.1.a - Public Electricity and Heat Production	CO₂	Latvia	1991	5,608,926
1.A.1.a - Public Electricity and Heat Production	CO₂	Latvia	1992	4,747,300
1.A.1.a - Public Electricity and Heat Production	CO₂	Latvia	1993	3,851,966
1.A.1.a - Public Electricity and Heat Production	CO₂	Latvia	1994	3,614,449
1.A.1.a - Public Electricity and Heat Production	CO₂	Latvia	1995	3,268,535
1.A.1.a - Public Electricity and Heat Production	CO₂	Latvia	1996	3,329,284
1.A.1.a - Public Electricity and Heat Production	CO₂	Latvia	1997	3,193,715
1.A.1.a - Public Electricity and Heat Production	CO₂	Latvia	1998	3,089,492
1.A.1.a - Public Electricity and Heat Production	CO₂	Latvia	1999	2,654,802
1.A.1.a - Public Electricity and Heat Production	CO₂	Latvia	2000	2,291,936
1.A.1.a - Public Electricity and Heat Production	CO₂	Latvia	2001	2,363,266
1.A.1.a - Public Electricity and Heat Production	CO₂	Latvia	2002	2,269,489
1.A.1.a - Public Electricity and Heat Production	CO₂	Latvia	2003	2,197,404
1.A.1.a - Public Electricity and Heat Production	CO₂	Latvia	2004	2,002,936
1.A.1.a - Public Electricity and Heat Production	CO₂	Latvia	2005	1,991,722
1.A.1.a - Public Electricity and Heat Production	CO₂	Latvia	2006	2,015,586
1.A.1.a - Public Electricity and Heat Production	CO₂	Latvia	2007	1,909,397
1.A.1.a - Public Electricity and Heat Production	CO₂	Latvia	2008	1,866,506
1.A.1.a - Public Electricity and Heat Production	CO₂	Latvia	2009	1,837,240
1.A.1.a - Public Electricity and Heat Production	CO₂	Latvia	2010	2,196,402
1.A.1.a - Public Electricity and Heat Production	CO₂	Latvia	2011	2,010,404
1.A.1.a - Public Electricity and Heat Production	CO₂	Latvia	2012	1,797,579
1.A.1.a - Public Electricity and Heat Production	CO₂	Latvia	2013	1,859,490
1.A.1.a - Public Electricity and Heat Production	CO₂	Latvia	2014	1,603,451
1.A.1.a - Public Electricity and Heat Production	CO₂	Latvia	2015	1,690,042
1.A.1.a - Public Electricity and Heat Production	CO₂	Latvia	2016	1,773,570
1.A.1.a - Public Electricity and Heat Production	CO₂	Latvia	2017	1,464,911
1.A.1.a - Public Electricity and Heat Production	CO₂	Latvia	2018	1,841,705
1.A.1.a - Public Electricity and Heat Production	CO₂	Latvia	2019	1,719,528
1.A.1.a - Public Electricity and Heat Production	CO₂	Latvia	2020	1,280,372
1.A.1.a - Public Electricity and Heat Production	CO₂	Latvia	2021	1,338,944
1.A.1.a - Public Electricity and Heat Production	CO₂	Latvia	2022	907,741
1.A.1.a - Public Electricity and Heat Production	CO₂	Latvia	2023	903,665
1.A.1.a - Public Electricity and Heat Production	CO₂	Lithuania	1990	12,002,950
1.A.1.a - Public Electricity and Heat Production	CO₂	Lithuania	1991	12,856,573
1.A.1.a - Public Electricity and Heat Production	CO₂	Lithuania	1992	7,587,974
1.A.1.a - Public Electricity and Heat Production	CO₂	Lithuania	1993	5,944,350
1.A.1.a - Public Electricity and Heat Production	CO₂	Lithuania	1994	6,289,884
1.A.1.a - Public Electricity and Heat Production	CO₂	Lithuania	1995	5,596,363
1.A.1.a - Public Electricity and Heat Production	CO₂	Lithuania	1996	6,126,290
1.A.1.a - Public Electricity and Heat Production	CO₂	Lithuania	1997	5,429,394
1.A.1.a - Public Electricity and Heat Production	CO₂	Lithuania	1998	6,013,764
1.A.1.a - Public Electricity and Heat Production	CO₂	Lithuania	1999	4,961,573
1.A.1.a - Public Electricity and Heat Production	CO₂	Lithuania	2000	3,889,279
1.A.1.a - Public Electricity and Heat Production	CO₂	Lithuania	2001	4,043,530
1.A.1.a - Public Electricity and Heat Production	CO₂	Lithuania	2002	3,839,197
1.A.1.a - Public Electricity and Heat Production	CO₂	Lithuania	2003	3,726,468
1.A.1.a - Public Electricity and Heat Production	CO₂	Lithuania	2004	3,671,399
1.A.1.a - Public Electricity and Heat Production	CO₂	Lithuania	2005	3,821,145
1.A.1.a - Public Electricity and Heat Production	CO₂	Lithuania	2006	3,641,129
1.A.1.a - Public Electricity and Heat Production	CO₂	Lithuania	2007	3,254,503
1.A.1.a - Public Electricity and Heat Production	CO₂	Lithuania	2008	2,956,316
1.A.1.a - Public Electricity and Heat Production	CO₂	Lithuania	2009	3,066,137
1.A.1.a - Public Electricity and Heat Production	CO₂	Lithuania	2010	3,706,162
1.A.1.a - Public Electricity and Heat Production	CO₂	Lithuania	2011	2,871,784
1.A.1.a - Public Electricity and Heat Production	CO₂	Lithuania	2012	2,935,916
1.A.1.a - Public Electricity and Heat Production	CO₂	Lithuania	2013	2,333,814
1.A.1.a - Public Electricity and Heat Production	CO₂	Lithuania	2014	1,793,839
1.A.1.a - Public Electricity and Heat Production	CO₂	Lithuania	2015	1,642,082
1.A.1.a - Public Electricity and Heat Production	CO₂	Lithuania	2016	1,390,902
1.A.1.a - Public Electricity and Heat Production	CO₂	Lithuania	2017	1,078,253
1.A.1.a - Public Electricity and Heat Production	CO₂	Lithuania	2018	1,011,764
1.A.1.a - Public Electricity and Heat Production	CO₂	Lithuania	2019	827,480
1.A.1.a - Public Electricity and Heat Production	CO₂	Lithuania	2020	1,271,066
1.A.1.a - Public Electricity and Heat Production	CO₂	Lithuania	2021	1,421,495
1.A.1.a - Public Electricity and Heat Production	CO₂	Lithuania	2022	1,135,976
1.A.1.a - Public Electricity and Heat Production	CO₂	Lithuania	2023	925,307
1.A.1.a - Public Electricity and Heat Production	CO₂	Luxembourg	1990	32,455
1.A.1.a - Public Electricity and Heat Production	CO₂	Luxembourg	1991	33,958
1.A.1.a - Public Electricity and Heat Production	CO₂	Luxembourg	1992	33,859
1.A.1.a - Public Electricity and Heat Production	CO₂	Luxembourg	1993	36,028
1.A.1.a - Public Electricity and Heat Production	CO₂	Luxembourg	1994	38,983
1.A.1.a - Public Electricity and Heat Production	CO₂	Luxembourg	1995	101,220
1.A.1.a - Public Electricity and Heat Production	CO₂	Luxembourg	1996	91,047
1.A.1.a - Public Electricity and Heat Production	CO₂	Luxembourg	1997	103,298
1.A.1.a - Public Electricity and Heat Production	CO₂	Luxembourg	1998	145,729
1.A.1.a - Public Electricity and Heat Production	CO₂	Luxembourg	1999	165,445
1.A.1.a - Public Electricity and Heat Production	CO₂	Luxembourg	2000	114,833
1.A.1.a - Public Electricity and Heat Production	CO₂	Luxembourg	2001	279,690
1.A.1.a - Public Electricity and Heat Production	CO₂	Luxembourg	2002	1,025,271
1.A.1.a - Public Electricity and Heat Production	CO₂	Luxembourg	2003	1,029,294
1.A.1.a - Public Electricity and Heat Production	CO₂	Luxembourg	2004	1,248,381
1.A.1.a - Public Electricity and Heat Production	CO₂	Luxembourg	2005	1,232,814
1.A.1.a - Public Electricity and Heat Production	CO₂	Luxembourg	2006	1,292,600
1.A.1.a - Public Electricity and Heat Production	CO₂	Luxembourg	2007	1,167,478
1.A.1.a - Public Electricity and Heat Production	CO₂	Luxembourg	2008	979,763
1.A.1.a - Public Electricity and Heat Production	CO₂	Luxembourg	2009	1,177,841
1.A.1.a - Public Electricity and Heat Production	CO₂	Luxembourg	2010	1,196,019
1.A.1.a - Public Electricity and Heat Production	CO₂	Luxembourg	2011	999,134
1.A.1.a - Public Electricity and Heat Production	CO₂	Luxembourg	2012	1,041,593
1.A.1.a - Public Electricity and Heat Production	CO₂	Luxembourg	2013	692,511
1.A.1.a - Public Electricity and Heat Production	CO₂	Luxembourg	2014	664,759
1.A.1.a - Public Electricity and Heat Production	CO₂	Luxembourg	2015	455,378
1.A.1.a - Public Electricity and Heat Production	CO₂	Luxembourg	2016	247,779
1.A.1.a - Public Electricity and Heat Production	CO₂	Luxembourg	2017	237,790
1.A.1.a - Public Electricity and Heat Production	CO₂	Luxembourg	2018	213,912
1.A.1.a - Public Electricity and Heat Production	CO₂	Luxembourg	2019	199,723
1.A.1.a - Public Electricity and Heat Production	CO₂	Luxembourg	2020	202,958
1.A.1.a - Public Electricity and Heat Production	CO₂	Luxembourg	2021	251,988
1.A.1.a - Public Electricity and Heat Production	CO₂	Luxembourg	2022	220,620
1.A.1.a - Public Electricity and Heat Production	CO₂	Luxembourg	2023	188,553
1.A.1.a - Public Electricity and Heat Production	CO₂	Malta	1990	1,758,515
1.A.1.a - Public Electricity and Heat Production	CO₂	Malta	1991	1,599,050
1.A.1.a - Public Electricity and Heat Production	CO₂	Malta	1992	1,536,255
1.A.1.a - Public Electricity and Heat Production	CO₂	Malta	1993	2,101,828
1.A.1.a - Public Electricity and Heat Production	CO₂	Malta	1994	1,809,122
1.A.1.a - Public Electricity and Heat Production	CO₂	Malta	1995	1,590,474
1.A.1.a - Public Electricity and Heat Production	CO₂	Malta	1996	1,646,977
1.A.1.a - Public Electricity and Heat Production	CO₂	Malta	1997	1,611,631
1.A.1.a - Public Electricity and Heat Production	CO₂	Malta	1998	1,636,409
1.A.1.a - Public Electricity and Heat Production	CO₂	Malta	1999	1,709,516
1.A.1.a - Public Electricity and Heat Production	CO₂	Malta	2000	1,602,327
1.A.1.a - Public Electricity and Heat Production	CO₂	Malta	2001	1,943,921
1.A.1.a - Public Electricity and Heat Production	CO₂	Malta	2002	1,956,860
1.A.1.a - Public Electricity and Heat Production	CO₂	Malta	2003	2,159,656
1.A.1.a - Public Electricity and Heat Production	CO₂	Malta	2004	2,065,533
1.A.1.a - Public Electricity and Heat Production	CO₂	Malta	2005	1,971,258
1.A.1.a - Public Electricity and Heat Production	CO₂	Malta	2006	1,985,765
1.A.1.a - Public Electricity and Heat Production	CO₂	Malta	2007	2,027,365
1.A.1.a - Public Electricity and Heat Production	CO₂	Malta	2008	2,018,585
1.A.1.a - Public Electricity and Heat Production	CO₂	Malta	2009	1,897,113
1.A.1.a - Public Electricity and Heat Production	CO₂	Malta	2010	1,878,308
1.A.1.a - Public Electricity and Heat Production	CO₂	Malta	2011	1,931,566
